	sample_id	synthesis_type	target_plug_aspect	specifier	solver	plug_aspect	stomatal_aspect	resistance	stomatal_flux_grad	bottom_flux_grad	mesophyll_flux_grad	mesophyll_flux_sol	curved_flux_grad	top_flux_grad	total_flux_grad	substomatal_mean	top_mean	mesophyll_mean	mesophyll_var	airspace_mean	airspace_var	transport	plug_area	curved_area	mesophyll_area	stomatal_area	stomatal_area_fraction	mesophyll_area_fraction	porosity	assimilation_substomatal	assimilation_mesophyll_mean
76	00070	mixed	0,1	3	diffusion	0,10082086645585815	0,04	1,7067341713390198	0,0057108493329828085	0,00141807949064793	0,00012509983133041053	0,0	-1,795429298714592e-05	-0,007442553328279089	-0,00020647896630532315	0,8000000000001795	0,4000000000000903	0,5886904829481907	0,011913074244855191	0,6154593220979835	0,011310252724063143	0,0	0,03175615021846011	0,6329123182763361	0,30044388863343385	0,004997986884610699	0,15738642279457818	9,460966980146837	0,7615274406138355	0,0	0,0
77	00070	mixed	0,1	3	photoactive	0,10082086645585815	0,04	0,6290358628618294	0,0016032340063750498	0,00039717313475496355	-0,002025633362879821	0,0020913754963035993	-1,829028762435795e-05	-4,5609073893942336e-07	-4,3972600113110665e-05	0,7999999999999788	0,7413574792958607	0,758573373005354	0,00022931212553877785	0,7624785691008572	0,0002596389422212344	0,3292866865026423	0,03175615021846011	0,6329123182763361	0,30044388863343385	0,004997986884610699	0,15738642279457818	9,460966980146837	0,7615274406138355	0,002222930515292061	0,0020913754963035893
78	00070	mixed	0,1	4	diffusion	0,10082086645585815	0,05	1,6690622400985446	0,006227996257834154	0,001351092902984319	8,046649049010282e-05	0,0	2,1477345439742567e-05	-0,00761053709215355	7,049590459476722e-05	0,799999999999922	0,3999999999999596	0,5928866580129012	0,012443890270127062	0,6202622304725823	0,0118179103644481	0,0	0,03175615021846016	0,6329201812289459	0,30044388863343335	0,007824718974249146	0,24640011211751234	9,460966980146807	0,7615775823080471	0,0	0,0
79	00070	mixed	0,1	4	photoactive	0,10082086645585815	0,05	0,5918581266403333	0,0017160574038765474	0,00037125691810014944	-0,0020455109516080445	0,0020987162863344536	-1,3196350614404816e-05	-4,971607282716404e-07	2,810985902600576e-05	0,8000000000000546	0,7436166860974018	0,7608849850806013	0,00023048524880190247	0,7648057894616442	0,00026115717807489357	0,3304424925403933	0,03175615021846016	0,6329201812289459	0,30044388863343335	0,007824718974249146	0,24640011211751234	9,460966980146807	0,7615775823080471	0,002222930515292353	0,00209871628633438
80	00088	mixed	0,3	0	diffusion	0,2878437096500989	0,0	1,1795524757248133	0,08799190042062695	0,0	0,0001644739167113228	0,0	-0,00013525625596800332	-0,08778097208956515	0,00024014599180421077	0,800000000000721	0,3999999999999994	0,6003454594432296	0,010912932681045142	0,6000127167136354	0,01420686932535136	0,0	0,25885565737397626	1,807134753928231	2,1829793332428182	0,26030565898020447	1,005601583604307	8,433191514485639	0,8967388500025513	0,0	0,0
81	00088	mixed	0,3	0	photoactive	0,2878437096500989	0,0	0,41123161734465574	0,017403723388161596	0,0	-0,016693487106813308	0,01740418106346721	-6,384220343686316e-05	-4,183764819683287e-06	0,0006422103130921332	0,8000000000007113	0,7608095359761023	0,7723508089422801	0,00010833471155038809	0,7734667245837913	0,00014779829018529106	0,33617540447232297	0,25885565737397626	1,807134753928231	2,1829793332428182	0,26030565898020447	1,005601583604307	8,433191514485639	0,8967388500025513	0,01811989601619604	0,017404181063466872
82	00088	mixed	0,3	1	diffusion	0,2878437096500989	0,02	4,041668659690621	0,018015783253752585	0,006788804695795225	5,546804392824699e-05	0,0	3,417577516892627e-05	-0,02561869160189029	-0,0007244598332470051	0,8000000000003724	0,40000000000018415	0,45878835773739984	0,0009641928013145562	0,45839548536483493	0,0012379797112548393	0,0	0,2588556573739764	1,8068781256553303	2,1829793332424834	0,0012282216650363166	0,004744812910393024	8,433191514484339	0,8961938650162051	0,0	0,0
83	00088	mixed	0,3	1	photoactive	0,2878437096500989	0,02	3,2603607183643053	0,009587315267359467	0,0036096410508662047	-0,013105217556811582	0,013664708224027516	3,3621349553364693e-06	-3,2227901849564775e-06	9,18781061843273e-05	0,8000000000000923	0,6186686855777619	0,6278891086504643	7,328479859360025e-05	0,6286182394068868	9,847452368244845e-05	0,2639445543253477	0,2588556573739764	1,8068781256553303	2,1829793332424834	0,0012282216650363166	0,004744812910393024	8,433191514484339	0,8961938650162051	0,018119896016182916	0,013664708224028554
84	00088	mixed	0,3	2	diffusion	0,2878437096500989	0,03	3,0120116426339356	0,025888922363767632	0,007592189912706167	9,382898486441356e-05	0,0	6,627845205289921e-05	-0,03437644844528495	-0,0007352287318919692	0,800000000000103	0,4000000000000523	0,4788820124155149	0,0017353296887002425	0,47835810523389694	0,0022251274891185477	0,0	0,25885565737397603	1,8068781256553195	2,1829793332427747	0,0027999932721644244	0,01081681312500424	8,433191514485477	0,8961938650163536	0,0	0,0
85	00088	mixed	0,3	2	photoactive	0,2878437096500989	0,03	2,2331127769211494	0,01112980134847202	0,003262444613734065	-0,014202838530412291	0,01481217115104495	1,2589008164048425e-05	-3,4892722864431357e-06	0,00019850716767135301	0,800000000000004	0,6622240262062934	0,6722174010531566	8,59983211545836e-05	0,6730091384186073	0,00011498201540391128	0,28610870052659676	0,25885565737397603	1,8068781256553195	2,1829793332427747	0,0027999932721644244	0,01081681312500424	8,433191514485477	0,8961938650163536	0,018119896016178524	0,014812171151043906
